# B1 citation rows — built by scorer from inputs/maps/agent-B1.md; pin = pins/pinB
B1-EST	docs/planning/2026-07-26-consolidation-program.md	31	Pace: slow.
B1-EST	docs/planning/2026-07-26-consolidation-program.md	31	incremental testing and reviews
B1-EST	docs/planning/2026-07-26-consolidation-program.md	20-22	standing — do not re-ask these
B1-EST	docs/planning/2026-07-26-consolidation-program.md	20-22	Recorded from the owner live in the hub chat
B1-EST	docs/planning/2026-07-26-consolidation-program.md	163	answered by owner
B1-EST	docs/planning/2026-07-26-consolidation-program.md	3-6	nothing else about this file should churn
B1-EST	docs/planning/2026-07-26-consolidation-program.md	12-13	one step at a time
B1-EST	docs/planning/2026-07-26-consolidation-plan-v2.md	149	one thing at a time
B1-EST	docs/planning/2026-07-26-consolidation-program.md	53-55	only ONE step is NOW at a time
B1-EST	docs/planning/2026-07-26-consolidation-program.md	132	One step per session
B1-EST	CONSTITUTION.md	12-13	The goal comes first
B1-EST	CONSTITUTION.md	17-18	finish it in the same session
B1-EST	docs/collaboration-model.md	10-11	end-to-end
B1-EST	docs/planning/2026-07-26-consolidation-program.md	145	No deadlines. No revenue pressure.
B1-EST	docs/planning/2026-07-26-consolidation-program.md	76-78	I won't rush it
B1-EST	.claude/CLAUDE.md	117-119	Slow and structured
B1-EST	.claude/CLAUDE.md	117-119	nothing needs to be fast
B1-EST	docs/repos/spider-swing/records.md	8	OD-6
B1-EST	.claude/CLAUDE.md	260-264	most recent live instruction beats
B1-EST	.claude/CLAUDE.md	185-188	source truth
B1-EST	docs/findings/2026-08-05-foundation-continuation.md	21	Act on it. Do not probe first.
B1-EST	CONSTITUTION.md	37-42	unless the owner directs the change live in-session
B1-EST	CONSTITUTION.md	123-128	rules
B1-EST	.claude/skills/decision-capture/SKILL.md	34-35	outrank later reasoning
B1-EST	.claude/CLAUDE.md	245	decision-capture
B1-EST	docs/planning/2026-08-08-agent-operating-environment-roadmap.md	165-171	an invariant, not a filename
B1-DER	docs/owner-reflection-2026-07-21.md	28-31	durable position in the repo
B1-DER	docs/planning/2026-07-26-consolidation-program.md	170	Deliberately stopped at one folder
B1-OPEN	docs/planning/2026-08-08-agent-operating-environment-roadmap.md	107	Never ask what the repo already answers
B1-MTM	docs/SKILLS-local.md	34	decision-capture
B1-MTM	docs/SKILLS-local.md	51	session-close
B1-MTM	.claude/skills/intake/SKILL.md	66	FULLER PICTURE (short prose)
B1-MTM	docs/planning/2026-08-08-agent-operating-environment-roadmap.md	372-374	has never been run against a real owner message
B1-MTM	.claude/CLAUDE.md	154-160	PR
B1-FLAG	.claude/CLAUDE.md	118-119	nothing needs to be fast
B1-FLAG	docs/repos/spider-swing/records.md	8	nothing is deleted
