# B2 citation rows — built by scorer from inputs/maps/agent-B2.md; pin = pins/pinB
B2-EST	docs/planning/2026-07-26-consolidation-program.md	31	Pace: slow.
B2-EST	docs/planning/2026-07-26-consolidation-program.md	20	standing — do not re-ask these
B2-EST	docs/planning/2026-07-26-consolidation-program.md	22	durable decision
B2-EST	docs/planning/2026-07-26-consolidation-program.md	12-13	one step at a time
B2-EST	docs/planning/2026-07-26-consolidation-plan-v2.md	149	one thing at a time
B2-EST	docs/planning/2026-07-26-consolidation-program.md	54-56	only ONE step is NOW at a time
B2-EST	docs/planning/2026-07-26-consolidation-program.md	132	One step per session
B2-EST	CONSTITUTION.md	12-13	The goal comes first
B2-EST	CONSTITUTION.md	16-17	finish it in the same session
B2-EST	.claude/CLAUDE.md	117-119	Slow and structured
B2-EST	.claude/CLAUDE.md	117-119	nothing needs to be fast
B2-EST	docs/planning/2026-07-26-consolidation-program.md	145	No deadlines. No revenue pressure.
B2-EST	docs/planning/2026-07-26-consolidation-program.md	76-78	I won't rush it
B2-EST	.claude/CLAUDE.md	110-115	OD table
B2-EST	CONSTITUTION.md	37-42	unless the owner directs the change live in-session
B2-EST	CONSTITUTION.md	123-128	Changing the rules
B2-EST	.claude/CLAUDE.md	260-264	outranks
B2-EST	docs/owner-reflection-2026-07-21.md	130-132	Decide, don't default to asking
B2-EST	docs/owner-profile.md	18-22	step away and let you do your thing
B2-EST	docs/planning/2026-08-08-agent-operating-environment-roadmap.md	72-90	ESTABLISHED
B2-EST	docs/planning/2026-08-08-agent-operating-environment-roadmap.md	149-163	ephemeral
B2-EST	docs/planning/2026-08-08-agent-operating-environment-roadmap.md	165-175	invariant
B2-EST	docs/planning/2026-08-08-agent-operating-environment-roadmap.md	184-187	create
B2-EST	docs/repos/spider-swing/records.md	8	OD-6
B2-EST	.sessions/2026-08-05-doc-routing-hook.md	63	OD-6
B2-OPEN	docs/planning/2026-07-26-consolidation-program.md	170	Deliberately stopped at one folder
B2-MTM	docs/SKILLS-local.md	39	restated fuller picture
B2-MTM	docs/SKILLS-local.md	34	decision-capture
B2-MTM	docs/planning/2026-07-26-consolidation-program.md	151-152	OD-10
B2-MTM	docs/planning/2026-07-26-consolidation-program.md	173	net-zero words
B2-MTM	docs/planning/2026-07-26-consolidation-program.md	172	correction
B2-MTM	.claude/CLAUDE.md	154-160	PR
B2-FLAG	docs/planning/2026-07-26-consolidation-program.md	4-5	nothing else about this file should churn
